call_duration_sec,caller_risk_score,is_international_origin,time_of_day_hour,script_similarity_max,urgency_phrase_count,caller_complaint_count,callee_age_group,call_count_from_number_24h,spoofing_indicator,is_scam
142,0.38,0,18,0.61,0,2,18-25,5,0.7,0
654,0.78,0,13,0.67,9,9,18-25,17,0.48,1
84,0.35,0,2,0.37,1,0,26-35,10,0.48,0
106,0.22,0,9,0.18,1,0,65+,4,0.3,0
26,0.38,0,16,0.04,0,0,18-25,35,0.21,0
68,0.36,0,8,0.54,2,0,36-45,1,0.44,1
111,0.42,0,20,0.09,1,2,55-65,10,0.14,0
264,0.03,0,7,0.62,7,8,55-65,13,0.25,0
75,0.41,1,6,0.56,4,4,65+,97,0.27,0
96,0.16,0,21,0.32,2,2,18-25,2,0.27,0
26,0.33,0,14,0.33,2,1,26-35,8,0.07,0
170,0.32,0,8,0.53,0,3,26-35,11,0.53,0
89,0.53,0,17,0.27,0,0,65+,3,0.46,0
39,0.16,0,14,0.3,1,1,18-25,9,0.17,0
117,0.04,0,13,0.2,3,1,18-25,4,0.15,0
111,0.69,0,5,0.24,2,1,36-45,43,0.25,1
96,0.58,0,8,0.78,8,2,46-55,61,0.63,1
531,0.51,0,0,0.29,0,0,18-25,15,0.38,0
37,0.11,0,13,0.33,0,2,36-45,10,0.33,0
194,0.32,0,15,0.37,0,2,26-35,3,0.26,0
745,0.82,1,9,0.51,3,5,55-65,257,0.43,1
2850,0.72,1,9,0.58,3,7,55-65,21,0.62,1
269,0.09,0,16,0.23,2,1,26-35,3,0.19,0
11,0.54,0,7,0.21,0,1,18-25,8,0.32,0
45,0.37,0,14,0.11,2,4,55-65,2,0.17,0
136,0.21,0,21,0.57,1,2,18-25,2,0.26,0
288,0.18,0,10,0.28,2,2,36-45,1,0.18,0
1243,0.85,1,18,0.54,10,9,55-65,148,0.87,1
212,0.05,0,14,0.08,1,0,46-55,21,0.69,0
227,0.62,0,20,0.25,0,3,55-65,15,0.26,0
372,0.06,0,20,0.11,3,3,36-45,23,0.42,0
45,0.18,0,2,0.13,0,2,55-65,6,0.14,0
92,0.14,0,12,0.07,0,3,65+,13,0.17,0
32,0.61,0,19,0.03,2,1,18-25,8,0.3,0
249,0.88,0,14,0.18,0,3,36-45,95,0.19,0
109,0.49,0,17,0.26,1,1,55-65,4,0.33,0
51,0.49,0,9,0.2,0,1,26-35,8,0.32,0
2248,0.68,1,10,0.29,5,6,65+,22,0.79,1
1139,0.57,0,9,0.46,8,6,55-65,54,0.96,1
221,0.88,1,7,0.45,8,7,55-65,24,0.58,1
326,0.56,1,12,0.82,6,5,18-25,126,0.71,1
312,0.64,1,9,0.54,3,8,26-35,30,0.61,1
952,0.13,0,6,0.04,5,0,46-55,1,0.26,0
529,0.34,0,7,0.25,0,1,36-45,1,0.26,0
1227,0.68,0,6,0.27,5,6,46-55,48,0.52,1
177,0.7,1,19,0.74,5,6,65+,10,0.57,1
58,0.18,0,8,0.19,0,2,26-35,10,0.35,0
88,0.13,0,7,0.5,0,2,18-25,20,0.35,0
45,0.1,0,12,0.26,0,1,26-35,42,0.29,0
346,0.21,0,16,0.34,2,1,26-35,1,0.34,0
879,0.55,0,21,0.45,7,6,65+,131,0.72,1
24,0.3,0,13,0.22,2,0,46-55,4,0.38,1
13,0.18,0,13,0.14,0,0,26-35,4,0.3,0
308,0.07,1,4,0.27,0,0,55-65,2,0.33,0
22,0.1,0,23,0.15,1,2,26-35,3,0.29,0
672,0.08,0,15,0.2,0,2,65+,17,0.45,0
236,0.23,0,4,0.4,1,2,46-55,2,0.28,0
230,0.19,0,9,0.16,3,2,55-65,1,0.31,0
89,0.07,0,6,0.27,2,1,18-25,23,0.17,0
1305,0.47,1,21,0.74,1,4,55-65,36,0.12,0
18,0.26,0,21,0.09,1,2,36-45,13,0.2,0
905,0.69,1,12,0.62,6,7,55-65,240,0.69,1
34,0.39,0,0,0.38,2,5,26-35,3,0.14,0
112,0.68,0,8,0.86,5,14,36-45,35,0.49,1
71,0.18,0,16,0.3,0,0,55-65,17,0.17,0
29,0.38,1,0,0.07,0,2,46-55,8,0.28,0
79,0.21,0,14,0.07,0,2,26-35,10,0.24,0
129,0.16,0,18,0.34,2,1,26-35,8,0.13,0
85,0.19,1,7,0.15,1,4,36-45,3,0.39,0
95,0.11,1,8,0.23,1,0,55-65,8,0.13,0
659,0.9,0,14,0.5,6,9,65+,501,0.45,1
114,0.24,0,3,0.19,0,2,46-55,5,0.11,0
127,0.11,0,6,0.38,1,2,18-25,15,0.33,0
30,0.33,1,8,0.38,2,2,26-35,6,0.5,1
218,0.38,1,9,0.81,8,7,46-55,18,0.55,1
447,0.8,0,11,0.42,0,2,55-65,14,0.64,0
351,0.39,0,14,0.05,3,1,46-55,41,0.31,0
72,0.14,0,16,0.5,1,4,18-25,2,0.29,0
110,0.23,0,17,0.42,0,1,18-25,3,0.32,0
492,0.76,1,9,0.69,6,5,55-65,14,0.4,1
457,0.45,0,12,0.21,0,0,26-35,4,0.12,0
68,0.62,0,7,0.12,1,1,55-65,6,0.19,0
1798,0.59,1,14,0.68,13,7,18-25,18,0.77,1
12,0.39,0,0,0.22,1,1,36-45,6,0.09,0
65,0.12,0,5,0.26,2,1,18-25,2,0.21,0
24,0.04,1,18,0.59,0,0,26-35,61,0.81,0
165,0.35,1,8,0.45,2,0,36-45,5,0.08,0
133,0.13,0,2,0.15,0,1,36-45,2,0.05,0
92,0.72,0,22,0.11,8,1,26-35,2,0.25,0
5,0.32,0,5,0.52,2,0,55-65,38,0.5,0
20,0.12,0,10,0.47,0,1,36-45,1,0.4,0
610,0.76,1,8,0.68,8,10,46-55,308,0.66,1
842,0.85,1,8,0.39,10,5,18-25,99,0.65,1
167,0.38,0,8,0.34,3,1,36-45,10,0.47,0
50,0.17,0,16,0.18,0,1,26-35,4,0.17,0
266,0.09,0,19,0.18,1,2,46-55,22,0.29,0
39,0.49,0,0,0.18,2,3,65+,4,0.26,0
231,0.49,0,7,0.71,6,8,65+,134,0.49,1
655,0.64,1,10,0.7,4,11,65+,31,0.48,1
106,0.28,0,10,0.22,1,1,55-65,1,0.22,0
50,0.03,0,4,0.74,0,0,18-25,2,0.53,0
33,0.14,0,21,0.25,2,0,36-45,9,0.42,1
290,0.33,0,11,0.29,1,2,36-45,1,0.06,0
380,0.8,0,3,0.68,10,1,65+,98,0.68,0
85,0.1,0,7,0.37,3,0,65+,1,0.28,0
75,0.59,1,2,0.15,0,0,36-45,7,0.39,0
60,0.38,0,2,0.28,2,0,36-45,1,0.25,0
847,0.26,0,20,0.22,0,1,18-25,3,0.38,0
61,0.38,0,20,0.31,1,3,18-25,16,0.49,0
1213,0.35,1,11,0.7,5,5,46-55,20,0.82,1
130,0.33,0,8,0.28,0,1,18-25,17,0.31,0
146,0.1,0,12,0.07,1,0,26-35,1,0.42,0
566,0.03,0,18,0.24,1,0,36-45,3,0.3,0
180,0.74,0,14,0.34,1,1,36-45,5,0.25,0
17,0.26,0,16,0.45,1,4,46-55,5,0.19,0
181,0.33,0,7,0.27,1,0,18-25,3,0.04,0
18,0.43,0,17,0.52,1,1,36-45,6,0.11,0
532,0.04,0,18,0.27,2,0,36-45,14,0.19,0
107,0.24,1,20,0.22,0,2,46-55,4,0.23,0
319,0.12,0,0,0.37,0,2,46-55,5,0.11,0
135,0.22,0,13,0.31,1,0,55-65,37,0.59,0
91,0.26,0,9,0.41,0,1,18-25,8,0.05,0
16,0.18,0,8,0.49,0,0,65+,12,0.33,0
9,0.09,0,17,0.19,1,2,36-45,5,0.47,0
152,0.08,0,13,0.24,0,0,18-25,3,0.3,0
57,0.39,0,23,0.62,0,1,26-35,7,0.03,0
345,0.32,0,13,0.21,2,2,46-55,3,0.23,0
554,0.11,0,12,0.18,0,2,18-25,17,0.44,0
66,0.7,1,9,0.38,14,9,65+,39,0.83,1
192,0.09,0,2,0.31,1,3,36-45,1,0.12,0
49,0.43,0,0,0.58,8,7,36-45,28,0.29,1
34,0.11,0,0,0.21,0,1,18-25,12,0.51,0
361,0.21,0,13,0.29,0,2,36-45,4,0.2,0
116,0.2,0,5,0.24,0,1,36-45,8,0.43,0
36,0.11,0,0,0.21,1,0,65+,12,0.22,0
46,0.14,0,19,0.21,0,2,36-45,1,0.49,0
238,0.76,0,5,0.36,0,2,36-45,18,0.15,0
359,0.39,0,23,0.13,2,0,26-35,3,0.36,0
347,0.28,0,13,0.12,1,4,26-35,20,0.39,0
27,0.22,0,10,0.4,1,1,55-65,3,0.1,0
54,0.37,0,2,0.24,2,0,65+,1,0.57,0
59,0.39,0,15,0.53,1,0,26-35,9,0.18,0
25,0.15,0,22,0.17,0,1,36-45,7,0.16,0
1182,0.73,1,3,0.77,3,6,46-55,301,0.83,1
35,0.36,0,5,0.06,0,2,18-25,10,0.5,0
116,0.34,0,14,0.33,0,0,46-55,6,0.28,0
64,0.3,0,18,0.8,1,0,18-25,8,0.29,0
69,0.17,0,10,0.12,0,1,36-45,2,0.28,0
750,0.26,0,22,0.38,0,1,55-65,2,0.18,0
191,0.14,1,12,0.12,0,2,18-25,3,0.24,0
425,0.74,0,9,0.58,8,11,55-65,52,0.51,1
54,0.05,0,5,0.21,0,0,65+,2,0.23,0
80,0.14,0,0,0.13,1,3,18-25,3,0.19,0
19,0.39,0,13,0.11,2,1,65+,5,0.31,0
68,0.1,0,9,0.18,0,0,36-45,4,0.3,0
82,0.24,0,16,0.14,0,1,55-65,4,0.24,0
18,0.37,0,8,0.32,3,3,26-35,3,0.19,0
169,0.31,0,1,0.29,0,0,18-25,5,0.22,0
325,0.82,0,13,0.34,6,12,46-55,143,0.62,1
313,0.32,0,17,0.32,2,2,65+,1,0.23,0
63,0.6,0,5,0.46,1,1,36-45,5,0.13,0
103,0.27,0,7,0.29,0,3,36-45,20,0.45,0
72,0.12,0,4,0.12,1,0,55-65,16,0.42,0
13,0.09,1,10,0.19,1,3,55-65,6,0.08,0
520,0.41,0,19,0.34,0,1,65+,6,0.32,0
1312,0.66,1,20,0.72,6,8,36-45,46,0.68,1
275,0.18,0,7,0.37,1,1,26-35,11,0.17,0
76,0.42,0,6,0.59,1,1,55-65,1,0.19,0
1397,0.56,0,11,0.49,1,1,36-45,19,0.84,0
77,0.08,0,11,0.12,0,1,36-45,3,0.13,0
61,0.0,0,22,0.29,2,1,36-45,10,0.06,0
315,0.17,0,17,0.19,1,3,65+,6,0.41,0
32,0.23,0,17,0.49,0,1,65+,4,0.29,0
65,0.21,0,9,0.3,1,2,46-55,10,0.22,0
128,0.16,0,11,0.2,0,1,26-35,23,0.23,0
192,0.24,0,0,0.33,0,2,26-35,35,0.29,0
165,0.23,0,1,0.23,0,2,26-35,3,0.22,0
334,0.86,0,4,0.75,6,10,65+,108,0.63,1
121,0.17,0,19,0.25,1,0,26-35,12,0.29,0
17,0.27,0,9,0.38,0,3,18-25,3,0.17,0
177,0.18,1,9,0.69,2,1,36-45,10,0.07,0
21,0.1,0,0,0.28,0,0,26-35,1,0.32,0
39,0.35,1,16,0.23,1,0,55-65,3,0.38,0
838,0.63,0,18,0.76,5,6,55-65,55,0.65,1
368,0.29,0,10,0.09,0,3,55-65,6,0.11,0
167,0.35,0,0,0.3,0,2,55-65,2,0.36,0
66,0.03,0,12,0.37,1,2,55-65,16,0.37,0
100,0.42,0,3,0.53,2,1,26-35,3,0.22,0
1297,0.41,0,12,0.75,10,9,55-65,27,0.38,1
1548,0.24,0,7,0.47,0,0,36-45,7,0.41,0
249,0.37,0,10,0.19,1,3,36-45,1,0.27,0
104,0.35,0,17,0.15,1,1,65+,1,0.19,0
976,0.83,1,8,0.69,5,7,36-45,25,0.47,1
62,0.03,0,10,0.57,1,3,18-25,2,0.21,0
16,0.21,1,4,0.28,0,0,26-35,10,0.19,0
102,0.4,0,12,0.47,8,1,55-65,342,0.03,1
128,0.31,1,11,0.68,4,10,55-65,23,0.38,0
2767,0.84,0,3,0.69,8,6,26-35,83,0.38,0
162,0.19,0,20,0.07,1,1,55-65,5,0.16,0
360,0.51,0,19,0.66,6,5,55-65,25,0.78,1
483,0.52,1,22,0.33,0,1,26-35,3,0.22,0
1260,0.18,0,8,0.2,1,3,36-45,3,0.15,0
46,0.02,0,17,0.69,0,2,65+,11,0.17,0
178,0.18,0,6,0.34,0,0,18-25,6,0.2,0
4427,0.5,1,15,0.83,3,14,26-35,48,0.65,1
900,0.37,1,23,0.77,4,5,36-45,135,0.57,1
16,0.45,0,23,0.34,1,1,36-45,1,0.55,0
1386,0.08,0,7,0.43,1,1,65+,12,0.38,0
56,0.21,0,23,0.24,0,2,36-45,2,0.14,0
216,0.65,1,13,0.57,3,6,26-35,11,0.74,1
32,0.2,0,14,0.23,1,3,46-55,10,0.55,0
41,0.19,0,19,0.47,2,1,46-55,5,0.23,0
175,0.17,0,9,0.34,1,2,26-35,2,0.13,0
2130,0.27,0,21,0.35,1,1,36-45,3,0.44,0
45,0.43,0,20,0.31,0,1,46-55,1,0.14,0
72,0.24,0,3,0.37,0,0,26-35,3,0.55,0
96,0.45,1,12,0.52,4,6,55-65,143,0.58,1
33,0.19,0,7,0.38,1,1,46-55,3,0.44,0
282,0.07,0,21,0.08,0,1,46-55,1,0.17,0
1150,0.38,0,15,0.36,1,0,26-35,2,0.25,0
358,0.86,1,13,0.52,12,8,26-35,110,0.83,1
89,0.57,1,14,0.82,11,9,36-45,132,0.35,1
78,0.23,0,0,0.31,1,2,46-55,1,0.33,0
104,0.4,0,21,0.29,0,1,65+,5,0.18,0
90,0.25,0,7,0.33,3,2,26-35,2,0.37,0
14,0.1,0,12,0.43,0,2,36-45,8,0.39,0
76,0.39,1,22,0.15,1,0,55-65,4,0.23,0
308,0.16,0,23,0.17,0,0,36-45,11,0.24,0
74,0.09,0,21,0.46,0,2,36-45,16,0.39,0
853,0.76,1,5,0.58,7,5,65+,61,0.58,1
60,0.19,0,17,0.25,0,1,36-45,4,0.32,0
25,0.17,0,20,0.18,1,0,26-35,7,0.7,0
135,0.25,0,0,0.42,0,2,46-55,11,0.25,1
426,0.11,0,22,0.45,1,2,36-45,2,0.43,1
562,0.68,1,9,0.63,7,5,36-45,126,0.93,1
22,0.08,0,14,0.39,2,0,18-25,13,0.06,0
50,0.24,0,8,0.2,0,1,46-55,3,0.06,0
134,0.45,0,19,0.05,0,0,55-65,8,0.07,0
37,0.09,0,6,0.27,0,2,55-65,6,0.33,0
20,0.27,0,14,0.47,1,0,65+,2,0.26,0
227,0.24,0,11,0.15,1,2,65+,7,0.18,0
171,0.89,0,8,0.74,3,8,26-35,44,0.61,1
241,0.2,0,15,0.28,0,0,55-65,1,0.2,0
335,0.59,0,13,0.56,1,11,65+,22,0.41,1
2044,0.89,1,12,0.55,5,7,18-25,129,0.84,1
177,0.13,0,21,0.1,1,2,26-35,2,0.37,0
25,0.24,1,6,0.49,0,1,26-35,8,0.2,0
99,0.7,1,8,0.73,5,1,18-25,26,0.31,1
123,0.45,0,22,0.31,2,2,36-45,5,0.12,0
130,0.03,0,18,0.2,1,0,46-55,13,0.29,0
459,0.55,0,10,0.55,8,8,46-55,114,0.54,1
344,0.9,0,13,0.65,7,9,46-55,149,0.86,1
112,0.59,0,9,0.71,3,8,55-65,124,0.55,1
1081,0.8,0,12,0.24,3,5,46-55,62,0.7,1
30,0.33,0,17,0.42,0,2,18-25,2,0.48,1
19,0.16,0,14,0.43,0,1,55-65,1,0.1,0
194,0.09,0,21,0.05,1,2,55-65,5,0.44,0
39,0.14,1,0,0.14,1,2,36-45,11,0.22,0
1205,0.79,1,9,0.64,9,12,46-55,101,0.73,1
2776,0.51,0,21,0.32,2,2,65+,5,0.1,0
92,0.81,1,9,0.58,12,7,55-65,36,0.68,1
24,0.07,0,4,0.13,1,0,46-55,2,0.63,0
7,0.18,0,4,0.21,1,2,36-45,14,0.7,0
20,0.27,0,10,0.22,0,2,46-55,1,0.1,0
258,0.62,0,7,0.35,0,2,36-45,17,0.06,0
1199,0.84,1,9,0.62,2,9,26-35,4,0.36,0
48,0.09,0,1,0.67,1,1,46-55,4,0.06,0
66,0.34,0,18,0.69,2,2,36-45,8,0.37,0
138,0.61,1,18,0.55,7,6,65+,92,0.44,1
934,0.52,0,11,0.66,1,11,46-55,53,0.64,1
270,0.53,1,8,0.75,9,10,55-65,15,0.15,1
31,0.2,0,1,0.28,0,2,26-35,2,0.32,0
38,0.11,0,10,0.27,0,0,18-25,3,0.1,0
71,0.27,0,12,0.29,2,1,26-35,4,0.13,0
161,0.04,0,9,0.31,1,2,55-65,1,0.27,0
458,0.59,0,17,0.52,7,9,65+,28,0.49,1
406,0.1,0,10,0.34,0,1,46-55,1,0.53,0
531,0.1,1,13,0.58,0,0,46-55,3,0.3,0
214,0.26,0,7,0.17,1,2,65+,7,0.14,0
5316,0.35,0,11,0.63,6,4,65+,11,0.44,1
158,0.81,0,12,0.27,8,7,65+,66,0.65,1
290,0.79,0,8,0.47,5,8,26-35,43,0.84,1
920,0.25,0,19,0.42,1,2,65+,3,0.24,0
650,0.71,0,9,0.49,5,6,36-45,145,0.83,1
11,0.25,0,3,0.2,0,0,36-45,21,0.27,0
83,0.04,1,11,0.23,0,1,65+,6,0.48,0
58,0.3,0,3,0.54,1,0,46-55,3,0.21,0
201,0.09,1,9,0.83,8,7,36-45,207,0.31,1
347,0.44,0,7,0.75,5,9,26-35,72,0.47,1
1580,0.42,1,3,0.68,7,9,55-65,23,0.26,1
240,0.26,0,15,0.27,0,0,18-25,10,0.59,0
161,0.54,1,12,0.61,5,8,65+,23,0.62,1
186,0.34,0,21,0.09,1,2,36-45,4,0.15,0
92,0.16,0,11,0.27,1,2,18-25,7,0.29,0
87,0.3,0,14,0.25,1,2,26-35,4,0.21,0
35,0.4,1,4,0.06,0,0,26-35,10,0.73,0
91,0.35,0,17,0.16,1,1,26-35,5,0.29,0
3875,0.37,0,10,0.49,3,8,36-45,70,0.33,1
1111,0.58,0,23,0.66,6,10,65+,34,0.59,1
728,0.81,0,9,0.7,6,7,55-65,16,0.62,1
62,0.19,1,19,0.14,0,1,55-65,16,0.28,0
681,0.2,0,2,0.03,0,0,26-35,6,0.35,0
79,0.07,1,22,0.64,2,1,65+,1,0.71,0
26,0.4,0,20,0.21,0,0,26-35,4,0.18,0
324,0.89,0,10,0.49,4,7,55-65,26,0.87,1
166,0.85,0,9,0.88,9,9,55-65,44,0.77,1
700,0.05,0,17,0.38,2,0,26-35,1,0.22,1
1587,0.54,1,15,0.9,4,1,26-35,28,0.67,1
57,0.93,1,10,0.92,7,5,36-45,12,0.54,1
34,0.22,0,21,0.16,1,3,36-45,3,0.65,0
143,0.19,1,14,0.36,0,3,55-65,5,0.21,0
3903,0.41,0,3,0.27,2,9,26-35,81,0.64,1
96,0.11,0,18,0.18,1,0,65+,33,0.01,0
2352,0.26,1,7,0.65,6,12,65+,55,0.75,1
80,0.66,0,3,0.78,1,1,55-65,97,0.59,1
69,0.16,0,7,0.6,0,0,55-65,1,0.38,0
334,0.41,0,19,0.22,0,0,55-65,3,0.41,0
339,0.28,0,8,0.75,9,9,46-55,38,0.64,0
1643,0.4,1,23,0.16,9,12,55-65,136,0.54,1
29,0.21,1,10,0.37,2,1,55-65,19,0.14,0
39,0.37,0,14,0.24,1,2,26-35,1,0.02,0
896,0.75,1,10,0.93,4,7,26-35,26,0.47,1
291,0.68,1,3,0.67,6,10,55-65,60,0.53,1
234,0.17,1,15,0.16,0,0,26-35,10,0.1,0
485,0.53,0,11,0.47,5,8,18-25,76,0.41,1
22,0.32,0,17,0.22,0,2,46-55,12,0.28,0
322,0.96,0,11,0.65,7,4,46-55,32,0.69,1
723,0.24,0,13,0.15,2,3,36-45,23,0.03,0
73,0.07,0,9,0.25,0,2,26-35,6,0.4,0
211,0.19,0,16,0.21,2,1,18-25,1,0.07,0
36,0.33,0,14,0.06,0,2,36-45,8,0.18,0
245,0.23,0,9,0.47,0,1,65+,9,0.3,0
424,0.52,0,10,0.81,5,2,55-65,203,0.77,1
17,0.54,0,12,0.24,0,2,26-35,10,0.18,0
838,0.66,0,11,0.71,4,6,18-25,91,0.67,1
530,0.72,1,18,0.68,5,6,36-45,144,0.38,1
1290,0.81,0,11,0.66,5,13,55-65,91,0.5,1
517,0.14,0,5,0.42,0,11,65+,16,0.54,1
492,0.34,0,0,0.38,0,2,18-25,17,0.16,0
164,0.4,0,0,0.2,0,1,18-25,11,0.32,0
28,0.32,0,23,0.15,2,1,18-25,17,0.06,0
1449,0.29,0,16,0.71,0,2,26-35,22,0.19,0
236,0.2,0,18,0.42,0,3,26-35,7,0.13,0
1273,0.74,0,10,0.65,7,11,46-55,90,0.35,1
302,0.25,0,5,0.23,2,2,55-65,41,0.1,0
177,0.16,1,8,0.59,0,0,55-65,4,0.29,0
107,0.35,0,13,0.06,1,0,18-25,4,0.19,0
783,0.73,0,8,0.6,5,11,65+,48,0.51,1
102,0.24,0,3,0.12,0,0,26-35,4,0.34,0
53,0.33,1,8,0.37,1,2,36-45,4,0.22,0
49,0.46,0,21,0.1,0,0,36-45,2,0.1,0
38,0.3,0,18,0.21,1,0,36-45,14,0.31,0
26,0.05,0,12,0.24,1,1,18-25,2,0.21,0
43,0.06,0,20,0.34,3,2,55-65,5,0.14,0
2166,0.73,1,11,0.37,8,9,55-65,65,0.5,1
300,0.71,1,17,0.86,4,8,36-45,45,0.3,1
59,0.32,1,17,0.15,1,2,26-35,2,0.11,0
249,0.33,0,8,0.34,1,2,26-35,4,0.36,0
102,0.17,0,21,0.47,3,0,46-55,2,0.11,0
150,0.07,1,23,0.2,0,1,26-35,7,0.44,0
118,0.31,0,6,0.29,4,1,55-65,2,0.19,0
35,0.22,0,12,0.25,1,1,55-65,5,0.25,0
187,0.65,0,9,0.84,6,8,18-25,90,0.63,1
19,0.29,0,5,0.55,2,0,36-45,7,0.24,0
661,0.67,1,12,0.52,6,8,65+,18,0.39,1
201,0.06,0,11,0.3,0,2,36-45,27,0.5,0
42,0.44,0,3,0.13,0,1,26-35,2,0.56,0
693,0.71,0,8,0.24,5,2,46-55,5,0.54,1
396,0.2,0,11,0.2,0,2,36-45,4,0.37,0
196,0.15,0,17,0.2,0,0,46-55,1,0.04,0
70,0.35,0,17,0.38,2,2,26-35,4,0.24,0
40,0.16,0,9,0.32,0,0,26-35,1,0.19,0
119,0.33,1,12,0.2,1,0,46-55,4,0.48,0
21,0.37,0,15,0.22,0,0,26-35,2,0.38,0
163,0.79,1,6,0.81,4,7,55-65,132,0.42,1
185,0.48,1,9,0.1,0,0,36-45,1,0.01,0
404,0.14,0,10,0.41,2,1,18-25,22,0.61,0
462,0.72,0,9,0.43,3,8,46-55,30,0.71,1
495,0.72,0,20,0.73,0,11,36-45,12,0.16,0
288,0.59,0,5,0.5,0,3,26-35,1,0.16,0
62,0.25,0,5,0.34,2,0,18-25,2,0.14,0
36,0.23,0,7,0.09,1,1,26-35,9,0.5,0
112,0.23,0,11,0.02,1,1,55-65,8,0.41,0
3001,0.37,1,20,0.67,8,11,36-45,21,0.47,1
101,0.05,0,15,0.25,0,1,18-25,12,0.3,0
3189,0.65,1,14,0.67,7,10,65+,27,0.52,1
750,0.19,0,11,0.19,1,1,65+,11,0.28,0
25,0.19,0,21,0.17,1,0,18-25,2,0.1,0
131,0.47,0,13,0.48,1,1,18-25,7,0.23,0
418,0.97,0,7,0.53,3,5,55-65,84,0.69,1
1414,0.75,0,16,0.69,4,12,26-35,91,0.84,1
10,0.25,1,2,0.06,0,0,36-45,1,0.59,0
167,0.2,0,6,0.25,1,5,46-55,9,0.29,0
364,0.02,1,4,0.14,0,2,18-25,4,0.32,0
46,0.01,1,8,0.13,0,3,36-45,7,0.52,0
79,0.66,0,16,0.65,9,10,65+,55,0.43,1
159,0.02,0,22,0.81,0,2,36-45,1,0.17,0
101,0.13,1,23,0.2,2,0,26-35,8,0.11,0
44,0.5,0,18,0.29,2,0,46-55,3,0.72,0
510,0.55,0,5,0.82,6,9,46-55,423,0.9,1
350,0.13,0,7,0.06,1,2,26-35,43,0.23,0
7200,0.68,1,7,0.34,6,11,65+,55,0.48,1
17,0.07,1,12,0.58,0,2,46-55,23,0.18,0
246,0.7,1,6,0.65,6,8,65+,12,0.58,1
412,0.81,1,14,0.94,6,8,46-55,51,0.58,1
41,0.18,0,20,0.28,0,2,46-55,4,0.44,0
119,0.3,0,14,0.32,0,0,18-25,11,0.28,0
816,0.1,0,14,0.24,2,2,46-55,5,0.22,0
36,0.04,1,21,0.28,0,2,46-55,1,0.07,0
261,0.42,0,4,0.11,1,4,36-45,9,0.25,0
159,0.3,0,10,0.19,0,0,55-65,3,0.25,0
28,0.21,0,19,0.11,0,1,55-65,5,0.48,0
82,0.11,0,4,0.4,0,3,26-35,3,0.53,0
301,0.2,0,0,0.32,1,0,26-35,1,0.38,0
173,0.06,1,17,0.5,5,4,65+,1,0.34,1
523,0.66,1,5,0.8,4,8,65+,62,0.66,1
28,0.15,0,19,0.09,2,0,26-35,5,0.36,0
44,0.14,0,10,0.12,1,1,65+,3,0.2,0
896,0.14,0,8,0.23,0,1,55-65,6,0.15,0
293,0.5,1,19,0.25,0,14,46-55,12,0.6,1
107,0.12,0,12,0.44,1,1,65+,12,0.15,0
398,0.6,0,21,0.72,3,7,26-35,20,0.38,1
247,0.54,1,13,0.78,5,5,36-45,33,0.67,1
411,0.63,1,11,0.68,4,11,55-65,92,0.47,1
74,0.25,0,5,0.48,0,1,65+,78,0.64,0
151,0.57,0,12,0.11,1,0,26-35,12,0.44,0
1596,0.58,0,7,0.67,8,11,36-45,733,0.47,1
279,0.36,0,11,0.3,1,2,26-35,6,0.22,0
1126,0.92,1,6,0.9,5,8,55-65,23,0.59,1
197,0.91,1,11,0.39,5,8,55-65,41,0.58,1
130,0.15,0,4,0.14,1,1,46-55,4,0.33,0
193,0.6,0,9,0.45,1,2,26-35,5,0.08,0
67,0.22,0,7,0.33,1,1,65+,6,0.2,0
35,0.02,1,13,0.46,0,1,65+,6,0.28,0
33,0.24,0,18,0.16,0,1,26-35,6,0.15,0
42,0.37,0,19,0.13,1,3,18-25,1,0.55,0
48,0.21,0,15,0.28,0,1,65+,4,0.26,0
113,0.21,0,20,0.21,2,2,65+,5,0.15,0
188,0.14,0,1,0.52,0,1,65+,2,0.39,1
245,0.74,1,19,0.36,4,9,36-45,61,0.54,1
414,0.22,1,6,0.22,0,1,36-45,2,0.38,0
712,0.81,0,17,0.51,8,6,18-25,100,0.35,1
176,0.08,0,10,0.35,2,0,46-55,16,0.13,0
86,0.25,0,10,0.39,2,1,18-25,5,0.32,0
480,0.67,1,10,0.88,7,6,65+,46,0.55,1
88,0.18,0,5,0.23,0,2,18-25,3,0.2,0
92,0.39,0,4,0.06,2,1,55-65,11,0.38,0
324,0.29,1,10,0.18,1,0,18-25,1,0.54,0
41,0.59,0,2,0.23,0,3,55-65,12,0.3,1
87,0.36,0,2,0.13,0,1,36-45,12,0.32,0
406,0.68,1,2,0.89,3,8,55-65,70,0.47,1
95,0.04,0,15,0.3,1,2,18-25,24,0.47,0
1230,0.9,1,13,0.81,10,9,55-65,26,0.81,1
12,0.24,0,23,0.6,1,1,55-65,7,0.15,0
1936,0.93,0,15,0.44,7,8,46-55,33,0.9,1
863,0.49,1,13,0.57,5,7,55-65,109,0.68,1
19,0.28,0,4,0.38,0,2,46-55,4,0.42,0
22,0.05,0,22,0.5,0,0,18-25,3,0.21,0
215,0.06,0,10,0.08,0,2,18-25,2,0.2,0
218,0.13,0,9,0.02,2,1,18-25,1,0.55,0
121,0.84,1,7,0.91,7,7,55-65,92,0.76,1
47,0.03,0,13,0.4,0,0,55-65,11,0.32,0
58,0.27,0,15,0.12,0,0,65+,36,0.28,0
1483,0.59,1,11,0.59,7,9,46-55,161,0.49,1
